,level_0,index,Flag,Shortcut,Country,Gold,Silver,Bronze,Total,Place,Year
985,985,41,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dz,ALG,Algeria,0.0,0.0,2.0,2.0,los angeles,1984
986,986,42,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tw,TPE,Chinese Taipei,0.0,0.0,1.0,1.0,los angeles,1984
987,987,43,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/is,ISL,Iceland,0.0,0.0,1.0,1.0,los angeles,1984
988,988,44,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cm,CMR,Cameroon,0.0,0.0,1.0,1.0,los angeles,1984
989,989,45,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/zm,ZAM,Zambia,0.0,0.0,1.0,1.0,los angeles,1984
990,990,46,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/do,DOM,Dominican Republic,0.0,0.0,1.0,1.0,los angeles,1984
991,991,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ddde,GDR,German Democratic Republic (Germany),9.0,9.0,6.0,24.0,sarajevo,1984
992,992,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/urs,URS,Soviet Union,6.0,10.0,9.0,25.0,sarajevo,1984
993,993,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,4.0,4.0,0.0,8.0,sarajevo,1984
994,994,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,4.0,3.0,6.0,13.0,sarajevo,1984
995,995,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,4.0,2.0,2.0,8.0,sarajevo,1984
996,996,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,3.0,2.0,4.0,9.0,sarajevo,1984
997,997,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,2.0,2.0,1.0,5.0,sarajevo,1984
998,998,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,2.0,1.0,1.0,4.0,sarajevo,1984
999,999,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,FRG,Federal Republic of Germany,2.0,1.0,1.0,4.0,sarajevo,1984
1000,1000,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,2.0,0.0,0.0,2.0,sarajevo,1984
1001,1001,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,1.0,0.0,0.0,1.0,sarajevo,1984
1002,1002,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,0.0,2.0,4.0,6.0,sarajevo,1984
1003,1003,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,0.0,1.0,2.0,3.0,sarajevo,1984
1004,1004,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,0.0,1.0,0.0,1.0,sarajevo,1984
1005,1005,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,0.0,1.0,0.0,1.0,sarajevo,1984
1006,1006,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/li,LIE,Liechtenstein,0.0,0.0,2.0,2.0,sarajevo,1984
1007,1007,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,0.0,0.0,1.0,1.0,sarajevo,1984
1008,1008,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/urs,URS,Soviet Union,80.0,69.0,46.0,195.0,moscow,1980
1009,1009,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ddde,GDR,German Democratic Republic (Germany),47.0,37.0,42.0,126.0,moscow,1980
1010,1010,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,8.0,16.0,17.0,41.0,moscow,1980
1011,1011,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cu,CUB,Cuba,8.0,7.0,5.0,20.0,moscow,1980
1012,1012,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,8.0,3.0,4.0,15.0,moscow,1980
1013,1013,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,7.0,10.0,15.0,32.0,moscow,1980
1014,1014,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ro,ROU,Romania,6.0,6.0,13.0,25.0,moscow,1980
1015,1015,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,6.0,5.0,3.0,14.0,moscow,1980
1016,1016,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,5.0,7.0,9.0,21.0,moscow,1980
1017,1017,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,3.0,14.0,15.0,32.0,moscow,1980
1018,1018,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,3.0,3.0,6.0,12.0,moscow,1980
1019,1019,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,3.0,1.0,4.0,8.0,moscow,1980
1020,1020,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,2.0,3.0,9.0,14.0,moscow,1980
1021,1021,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,2.0,3.0,4.0,9.0,moscow,1980
1022,1022,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,2.0,2.0,5.0,9.0,moscow,1980
1023,1023,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,2.0,1.0,2.0,5.0,moscow,1980
1024,1024,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/et,ETH,Ethiopia,2.0,0.0,2.0,4.0,moscow,1980
1025,1025,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/br,BRA,Brazil,2.0,0.0,2.0,4.0,moscow,1980
1026,1026,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,2.0,0.0,0.0,2.0,moscow,1980
1027,1027,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,1.0,3.0,2.0,6.0,moscow,1980
1028,1028,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,1.0,2.0,1.0,4.0,moscow,1980
1029,1029,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gr,GRE,Greece,1.0,0.0,2.0,3.0,moscow,1980
1030,1030,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/in,IND,India,1.0,0.0,0.0,1.0,moscow,1980
1031,1031,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/zw,ZIM,Zimbabwe,1.0,0.0,0.0,1.0,moscow,1980
1032,1032,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,1.0,0.0,0.0,1.0,moscow,1980
1033,1033,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kp,PRK,Democratic People's Republic of Korea,0.0,3.0,2.0,5.0,moscow,1980
1034,1034,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mn,MGL,Mongolia,0.0,2.0,2.0,4.0,moscow,1980
1035,1035,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tz,TAN,United Republic of Tanzania,0.0,2.0,0.0,2.0,moscow,1980
1036,1036,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,0.0,1.0,3.0,4.0,moscow,1980
1037,1037,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,0.0,1.0,2.0,3.0,moscow,1980
1038,1038,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ie,IRL,Ireland,0.0,1.0,1.0,2.0,moscow,1980
1039,1039,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ve,VEN,Venezuela,0.0,1.0,0.0,1.0,moscow,1980
1040,1040,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ug,UGA,Uganda,0.0,1.0,0.0,1.0,moscow,1980
1041,1041,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jm,JAM,Jamaica,0.0,0.0,3.0,3.0,moscow,1980
1042,1042,34,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gy,GUY,Guyana,0.0,0.0,1.0,1.0,moscow,1980
1043,1043,35,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lbn,LBN,Lebanon,0.0,0.0,1.0,1.0,moscow,1980
1044,1044,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/urs,URS,Soviet Union,10.0,6.0,6.0,22.0,lake placid,1980
1045,1045,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ddde,GDR,German Democratic Republic (Germany),9.0,7.0,7.0,23.0,lake placid,1980
1046,1046,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,6.0,4.0,2.0,12.0,lake placid,1980
1047,1047,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,3.0,2.0,2.0,7.0,lake placid,1980
1048,1048,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,3.0,0.0,1.0,4.0,lake placid,1980
1049,1049,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/li,LIE,Liechtenstein,2.0,2.0,0.0,4.0,lake placid,1980
1050,1050,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,1.0,5.0,3.0,9.0,lake placid,1980
1051,1051,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,1.0,3.0,6.0,10.0,lake placid,1980
1052,1052,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,1.0,2.0,1.0,4.0,lake placid,1980
1053,1053,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,1.0,1.0,3.0,5.0,lake placid,1980
1054,1054,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,1.0,0.0,0.0,1.0,lake placid,1980
1055,1055,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,FRG,Federal Republic of Germany,0.0,2.0,3.0,5.0,lake placid,1980
1056,1056,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,0.0,2.0,0.0,2.0,lake placid,1980
1057,1057,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,0.0,1.0,1.0,2.0,lake placid,1980
1058,1058,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,0.0,1.0,0.0,1.0,lake placid,1980
1059,1059,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,0.0,1.0,0.0,1.0,lake placid,1980
1060,1060,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,0.0,0.0,1.0,1.0,lake placid,1980
1061,1061,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,0.0,0.0,1.0,1.0,lake placid,1980
1062,1062,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,0.0,0.0,1.0,1.0,lake placid,1980
1063,1063,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/urs,URS,Soviet Union,49.0,41.0,35.0,125.0,montreal,1976
1064,1064,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ddde,GDR,German Democratic Republic (Germany),40.0,25.0,25.0,90.0,montreal,1976
1065,1065,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,34.0,35.0,25.0,94.0,montreal,1976
1066,1066,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,FRG,Federal Republic of Germany,10.0,12.0,17.0,39.0,montreal,1976
1067,1067,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,9.0,6.0,10.0,25.0,montreal,1976
1068,1068,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,7.0,6.0,13.0,26.0,montreal,1976
1069,1069,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,6.0,9.0,7.0,22.0,montreal,1976
1070,1070,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cu,CUB,Cuba,6.0,4.0,3.0,13.0,montreal,1976
1071,1071,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ro,ROU,Romania,4.0,9.0,14.0,27.0,montreal,1976
1072,1072,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,4.0,5.0,13.0,22.0,montreal,1976
1073,1073,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,4.0,2.0,0.0,6.0,montreal,1976
1074,1074,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,4.0,1.0,0.0,5.0,montreal,1976
1075,1075,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,3.0,5.0,5.0,13.0,montreal,1976
1076,1076,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,2.0,7.0,4.0,13.0,montreal,1976
1077,1077,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,2.0,3.0,4.0,9.0,montreal,1976
1078,1078,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,2.0,3.0,3.0,8.0,montreal,1976
1079,1079,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,2.0,2.0,4.0,8.0,montreal,1976
1080,1080,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,2.0,1.0,1.0,4.0,montreal,1976
1081,1081,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,1.0,1.0,4.0,6.0,montreal,1976
1082,1082,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,1.0,1.0,2.0,4.0,montreal,1976
1083,1083,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kp,PRK,Democratic People's Republic of Korea,1.0,1.0,0.0,2.0,montreal,1976
1084,1084,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jm,JAM,Jamaica,1.0,1.0,0.0,2.0,montreal,1976
1085,1085,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,1.0,1.0,0.0,2.0,montreal,1976
1086,1086,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,1.0,0.0,2.0,3.0,montreal,1976
1087,1087,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,1.0,0.0,1.0,2.0,montreal,1976
1088,1088,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tt,TTO,Trinidad and Tobago,1.0,0.0,0.0,1.0,montreal,1976
1089,1089,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,0.0,5.0,6.0,11.0,montreal,1976
1090,1090,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,0.0,3.0,3.0,6.0,montreal,1976
1091,1091,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,0.0,2.0,3.0,5.0,montreal,1976
1092,1092,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,0.0,2.0,0.0,2.0,montreal,1976
1093,1093,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,0.0,2.0,0.0,2.0,montreal,1976
1094,1094,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,0.0,1.0,4.0,5.0,montreal,1976
1095,1095,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ir,IRI,Islamic Republic of Iran,0.0,1.0,1.0,2.0,montreal,1976
1096,1096,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ve,VEN,Venezuela,0.0,1.0,0.0,1.0,montreal,1976
1097,1097,34,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mn,MGL,Mongolia,0.0,1.0,0.0,1.0,montreal,1976
1098,1098,35,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/br,BRA,Brazil,0.0,0.0,2.0,2.0,montreal,1976
1099,1099,36,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/th,THA,Thailand,0.0,0.0,1.0,1.0,montreal,1976
1100,1100,37,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pr,PUR,Puerto Rico,0.0,0.0,1.0,1.0,montreal,1976
1101,1101,38,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bm,BER,Bermuda,0.0,0.0,1.0,1.0,montreal,1976
1102,1102,39,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pk,PAK,Pakistan,0.0,0.0,1.0,1.0,montreal,1976
1103,1103,40,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,0.0,0.0,1.0,1.0,montreal,1976
1104,1104,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/urs,URS,Soviet Union,13.0,6.0,8.0,27.0,innsbruck,1976
1105,1105,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ddde,GDR,German Democratic Republic (Germany),7.0,5.0,7.0,19.0,innsbruck,1976
1106,1106,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,3.0,3.0,4.0,10.0,innsbruck,1976
1107,1107,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,3.0,3.0,1.0,7.0,innsbruck,1976
1108,1108,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,FRG,Federal Republic of Germany,2.0,5.0,3.0,10.0,innsbruck,1976
1109,1109,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,2.0,4.0,1.0,7.0,innsbruck,1976
1110,1110,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,2.0,2.0,2.0,6.0,innsbruck,1976
1111,1111,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,1.0,3.0,1.0,5.0,innsbruck,1976
1112,1112,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,1.0,2.0,3.0,6.0,innsbruck,1976
1113,1113,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,1.0,2.0,1.0,4.0,innsbruck,1976
1114,1114,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,1.0,1.0,1.0,3.0,innsbruck,1976
1115,1115,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,1.0,0.0,0.0,1.0,innsbruck,1976
1116,1116,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,0.0,1.0,0.0,1.0,innsbruck,1976
1117,1117,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/li,LIE,Liechtenstein,0.0,0.0,2.0,2.0,innsbruck,1976
1118,1118,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,0.0,0.0,2.0,2.0,innsbruck,1976
1119,1119,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,0.0,0.0,1.0,1.0,innsbruck,1976
1120,1120,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/urs,URS,Soviet Union,50.0,27.0,22.0,99.0,munich,1972
1121,1121,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,33.0,31.0,30.0,94.0,munich,1972
1122,1122,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ddde,GDR,German Democratic Republic (Germany),20.0,23.0,23.0,66.0,munich,1972
1123,1123,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,FRG,Federal Republic of Germany,13.0,11.0,16.0,40.0,munich,1972
1124,1124,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,13.0,8.0,8.0,29.0,munich,1972
1125,1125,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,8.0,7.0,2.0,17.0,munich,1972
1126,1126,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,7.0,5.0,9.0,21.0,munich,1972
1127,1127,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,6.0,13.0,16.0,35.0,munich,1972
1128,1128,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,6.0,10.0,5.0,21.0,munich,1972
1129,1129,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,5.0,3.0,10.0,18.0,munich,1972
1130,1130,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,4.0,6.0,6.0,16.0,munich,1972
1131,1131,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,4.0,5.0,9.0,18.0,munich,1972
1132,1132,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ro,ROU,Romania,3.0,6.0,7.0,16.0,munich,1972
1133,1133,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cu,CUB,Cuba,3.0,1.0,4.0,8.0,munich,1972
1134,1134,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,3.0,1.0,4.0,8.0,munich,1972
1135,1135,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,3.0,1.0,1.0,5.0,munich,1972
1136,1136,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,2.0,4.0,7.0,13.0,munich,1972
1137,1137,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cshh,TCH,Czechoslovakia,2.0,4.0,2.0,8.0,munich,1972
1138,1138,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ke,KEN,Kenya,2.0,3.0,4.0,9.0,munich,1972
1139,1139,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/yucs,YUG,Yugoslavia,2.0,1.0,2.0,5.0,munich,1972
1140,1140,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,2.0,1.0,1.0,4.0,munich,1972
1141,1141,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kp,PRK,Democratic People's Republic of Korea,1.0,1.0,3.0,5.0,munich,1972
1142,1142,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,1.0,1.0,1.0,3.0,munich,1972
1143,1143,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ug,UGA,Uganda,1.0,1.0,0.0,2.0,munich,1972
1144,1144,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,1.0,0.0,0.0,1.0,munich,1972
