,level_0,index,Flag,Shortcut,Country,Gold,Silver,Bronze,Total,Place,Year
415,415,40,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/az,AZE,Azerbaijan,1.0,1.0,4.0,6.0,beijing,2008
416,416,41,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tr,TUR,Turkey,1.0,1.0,3.0,5.0,beijing,2008
417,417,42,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,1.0,1.0,3.0,5.0,beijing,2008
418,418,43,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,1.0,1.0,2.0,4.0,beijing,2008
419,419,44,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tw,TPE,Chinese Taipei,1.0,1.0,2.0,4.0,beijing,2008
420,420,45,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lv,LAT,Latvia,1.0,1.0,1.0,3.0,beijing,2008
421,421,46,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ee,EST,Estonia,1.0,1.0,0.0,2.0,beijing,2008
422,422,47,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,1.0,1.0,0.0,2.0,beijing,2008
423,423,48,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tt,TTO,Trinidad and Tobago,1.0,1.0,0.0,2.0,beijing,2008
424,424,49,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/do,DOM,Dominican Republic,1.0,1.0,0.0,2.0,beijing,2008
425,425,50,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/in,IND,India,1.0,0.0,2.0,3.0,beijing,2008
426,426,51,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ir,IRI,Islamic Republic of Iran,1.0,0.0,1.0,2.0,beijing,2008
427,427,52,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cm,CMR,Cameroon,1.0,0.0,0.0,1.0,beijing,2008
428,428,53,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pa,PAN,Panama,1.0,0.0,0.0,1.0,beijing,2008
429,429,54,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tn,TUN,Tunisia,1.0,0.0,0.0,1.0,beijing,2008
430,430,55,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,0.0,4.0,1.0,5.0,beijing,2008
431,431,56,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lt,LTU,Lithuania,0.0,3.0,2.0,5.0,beijing,2008
432,432,57,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hr,CRO,Croatia,0.0,2.0,3.0,5.0,beijing,2008
433,433,58,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ng,NGR,Nigeria,0.0,2.0,3.0,5.0,beijing,2008
434,434,59,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/co,COL,Colombia,0.0,2.0,1.0,3.0,beijing,2008
435,435,60,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gr,GRE,Greece,0.0,2.0,1.0,3.0,beijing,2008
436,436,61,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/am,ARM,Armenia,0.0,1.0,4.0,5.0,beijing,2008
437,437,62,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/uz,UZB,Uzbekistan,0.0,1.0,3.0,4.0,beijing,2008
438,438,63,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kg,KGZ,Kyrgyzstan,0.0,1.0,2.0,3.0,beijing,2008
439,439,64,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/rs,SRB,Serbia,0.0,1.0,2.0,3.0,beijing,2008
440,440,65,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,0.0,1.0,2.0,3.0,beijing,2008
441,441,66,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ie,IRL,Ireland,0.0,1.0,2.0,3.0,beijing,2008
442,442,67,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bs,BAH,Bahamas,0.0,1.0,1.0,2.0,beijing,2008
443,443,68,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tj,TJK,Tajikistan,0.0,1.0,1.0,2.0,beijing,2008
444,444,69,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dz,ALG,Algeria,0.0,1.0,1.0,2.0,beijing,2008
445,445,70,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ma,MAR,Morocco,0.0,1.0,1.0,2.0,beijing,2008
446,446,71,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ec,ECU,Ecuador,0.0,1.0,0.0,1.0,beijing,2008
447,447,72,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sd,SUD,Sudan,0.0,1.0,0.0,1.0,beijing,2008
448,448,73,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sg,SGP,Singapore,0.0,1.0,0.0,1.0,beijing,2008
449,449,74,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/vn,VIE,Vietnam,0.0,1.0,0.0,1.0,beijing,2008
450,450,75,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ws,SAM,Samoa,0.0,1.0,0.0,1.0,beijing,2008
451,451,76,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/my,MAS,Malaysia,0.0,1.0,0.0,1.0,beijing,2008
452,452,77,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cl,CHI,Chile,0.0,1.0,0.0,1.0,beijing,2008
453,453,78,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/is,ISL,Iceland,0.0,1.0,0.0,1.0,beijing,2008
454,454,79,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/za,RSA,South Africa,0.0,1.0,0.0,1.0,beijing,2008
455,455,80,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/eg,EGY,Egypt,0.0,0.0,2.0,2.0,beijing,2008
456,456,81,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/af,AFG,Afghanistan,0.0,0.0,1.0,1.0,beijing,2008
457,457,82,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/md,MDA,Republic of Moldova,0.0,0.0,1.0,1.0,beijing,2008
458,458,83,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ve,VEN,Venezuela,0.0,0.0,1.0,1.0,beijing,2008
459,459,84,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tg,TOG,Togo,0.0,0.0,1.0,1.0,beijing,2008
460,460,85,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/il,ISR,Israel,0.0,0.0,1.0,1.0,beijing,2008
461,461,86,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mu,MRI,Mauritius,0.0,0.0,1.0,1.0,beijing,2008
462,462,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,11.0,12.0,6.0,29.0,turin,2006
463,463,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,9.0,9.0,7.0,25.0,turin,2006
464,464,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,9.0,7.0,7.0,23.0,turin,2006
465,465,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ru,RUS,Russian Federation,8.0,6.0,8.0,22.0,turin,2006
466,466,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,7.0,10.0,7.0,24.0,turin,2006
467,467,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,7.0,2.0,5.0,14.0,turin,2006
468,468,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,6.0,3.0,2.0,11.0,turin,2006
469,469,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,5.0,4.0,5.0,14.0,turin,2006
470,470,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,5.0,0.0,6.0,11.0,turin,2006
471,471,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,3.0,2.0,4.0,9.0,turin,2006
472,472,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,3.0,2.0,4.0,9.0,turin,2006
473,473,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ee,EST,Estonia,3.0,0.0,0.0,3.0,turin,2006
474,474,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,2.0,8.0,9.0,19.0,turin,2006
475,475,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cn,CHN,People's Republic of China,2.0,4.0,5.0,11.0,turin,2006
476,476,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cz,CZE,Czech Republic,1.0,2.0,1.0,4.0,turin,2006
477,477,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hr,CRO,Croatia,1.0,2.0,0.0,3.0,turin,2006
478,478,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,1.0,0.0,1.0,2.0,turin,2006
479,479,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,1.0,0.0,0.0,1.0,turin,2006
480,480,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,0.0,6.0,3.0,9.0,turin,2006
481,481,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,0.0,1.0,1.0,2.0,turin,2006
482,482,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/by,BLR,Belarus,0.0,1.0,0.0,1.0,turin,2006
483,483,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,0.0,1.0,0.0,1.0,turin,2006
484,484,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sk,SVK,Slovakia,0.0,1.0,0.0,1.0,turin,2006
485,485,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,0.0,1.0,0.0,1.0,turin,2006
486,486,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ua,UKR,Ukraine,0.0,0.0,2.0,2.0,turin,2006
487,487,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lv,LAT,Latvia,0.0,0.0,1.0,1.0,turin,2006
488,488,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,36.0,39.0,26.0,101.0,athens,2004
489,489,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cn,CHN,People's Republic of China,32.0,17.0,14.0,63.0,athens,2004
490,490,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ru,RUS,Russian Federation,28.0,26.0,36.0,90.0,athens,2004
491,491,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,17.0,16.0,17.0,50.0,athens,2004
492,492,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jp,JPN,Japan,16.0,9.0,12.0,37.0,athens,2004
493,493,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,13.0,16.0,20.0,49.0,athens,2004
494,494,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,11.0,9.0,13.0,33.0,athens,2004
495,495,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,10.0,11.0,11.0,32.0,athens,2004
496,496,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,9.0,12.0,9.0,30.0,athens,2004
497,497,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,9.0,9.0,12.0,30.0,athens,2004
498,498,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cu,CUB,Cuba,9.0,7.0,11.0,27.0,athens,2004
499,499,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hu,HUN,Hungary,8.0,6.0,3.0,17.0,athens,2004
500,500,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ua,UKR,Ukraine,8.0,5.0,9.0,22.0,athens,2004
501,501,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ro,ROU,Romania,8.0,5.0,6.0,19.0,athens,2004
502,502,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gr,GRE,Greece,6.0,6.0,4.0,16.0,athens,2004
503,503,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/br,BRA,Brazil,5.0,2.0,3.0,10.0,athens,2004
504,504,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,5.0,0.0,1.0,6.0,athens,2004
505,505,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,4.0,9.0,9.0,22.0,athens,2004
506,506,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,4.0,2.0,1.0,7.0,athens,2004
507,507,19,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/es,ESP,Spain,3.0,11.0,6.0,20.0,athens,2004
508,508,20,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,3.0,6.0,3.0,12.0,athens,2004
509,509,21,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tr,TUR,Turkey,3.0,3.0,4.0,10.0,athens,2004
510,510,22,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pl,POL,Poland,3.0,2.0,5.0,10.0,athens,2004
511,511,23,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nz,NZL,New Zealand,3.0,2.0,0.0,5.0,athens,2004
512,512,24,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/th,THA,Thailand,3.0,1.0,4.0,8.0,athens,2004
513,513,25,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/by,BLR,Belarus,2.0,5.0,6.0,13.0,athens,2004
514,514,26,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,2.0,4.0,1.0,7.0,athens,2004
515,515,27,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/et,ETH,Ethiopia,2.0,3.0,2.0,7.0,athens,2004
516,516,28,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ir,IRI,Islamic Republic of Iran,2.0,2.0,2.0,6.0,athens,2004
517,517,29,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sk,SVK,Slovakia,2.0,2.0,2.0,6.0,athens,2004
518,518,30,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tw,TPE,Chinese Taipei,2.0,2.0,1.0,5.0,athens,2004
519,519,31,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ge,GEO,Georgia,2.0,2.0,0.0,4.0,athens,2004
520,520,32,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bg,BUL,Bulgaria,2.0,1.0,9.0,12.0,athens,2004
521,521,33,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/dk,DEN,Denmark,2.0,1.0,5.0,8.0,athens,2004
522,522,34,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/jm,JAM,Jamaica,2.0,1.0,2.0,5.0,athens,2004
523,523,35,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/uz,UZB,Uzbekistan,2.0,1.0,2.0,5.0,athens,2004
524,524,36,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ma,MAR,Morocco,2.0,1.0,0.0,3.0,athens,2004
525,525,37,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ar,ARG,Argentina,2.0,0.0,4.0,6.0,athens,2004
526,526,38,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cl,CHI,Chile,2.0,0.0,1.0,3.0,athens,2004
527,527,39,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kz,KAZ,Kazakhstan,1.0,4.0,3.0,8.0,athens,2004
528,528,40,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ke,KEN,Kenya,1.0,4.0,2.0,7.0,athens,2004
529,529,41,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cz,CZE,Czech Republic,1.0,3.0,5.0,9.0,athens,2004
530,530,42,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/za,RSA,South Africa,1.0,3.0,2.0,6.0,athens,2004
531,531,43,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hr,CRO,Croatia,1.0,2.0,2.0,5.0,athens,2004
532,532,44,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lt,LTU,Lithuania,1.0,2.0,0.0,3.0,athens,2004
533,533,45,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,1.0,1.0,3.0,5.0,athens,2004
534,534,46,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/eg,EGY,Egypt,1.0,1.0,3.0,5.0,athens,2004
535,535,47,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/id,INA,Indonesia,1.0,1.0,2.0,4.0,athens,2004
536,536,48,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/zw,ZIM,Zimbabwe,1.0,1.0,1.0,3.0,athens,2004
537,537,49,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/az,AZE,Azerbaijan,1.0,0.0,4.0,5.0,athens,2004
538,538,50,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/be,BEL,Belgium,1.0,0.0,2.0,3.0,athens,2004
539,539,51,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/il,ISR,Israel,1.0,0.0,1.0,2.0,athens,2004
540,540,52,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/bs,BAH,Bahamas,1.0,0.0,1.0,2.0,athens,2004
541,541,53,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ae,UAE,United Arab Emirates,1.0,0.0,0.0,1.0,athens,2004
542,542,54,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/do,DOM,Dominican Republic,1.0,0.0,0.0,1.0,athens,2004
543,543,55,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cm,CMR,Cameroon,1.0,0.0,0.0,1.0,athens,2004
544,544,56,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kp,PRK,Democratic People's Republic of Korea,0.0,4.0,1.0,5.0,athens,2004
545,545,57,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/lv,LAT,Latvia,0.0,4.0,0.0,4.0,athens,2004
546,546,58,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mx,MEX,Mexico,0.0,3.0,1.0,4.0,athens,2004
547,547,59,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/pt,POR,Portugal,0.0,2.0,1.0,3.0,athens,2004
548,548,60,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/csxx,SCG,Serbia and Montenegro,0.0,2.0,0.0,2.0,athens,2004
549,549,61,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,0.0,2.0,0.0,2.0,athens,2004
550,550,62,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/si,SLO,Slovenia,0.0,1.0,3.0,4.0,athens,2004
551,551,63,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ee,EST,Estonia,0.0,1.0,2.0,3.0,athens,2004
552,552,64,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/in,IND,India,0.0,1.0,0.0,1.0,athens,2004
553,553,65,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/py,PAR,Paraguay,0.0,1.0,0.0,1.0,athens,2004
554,554,66,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hk,HKG,"Hong Kong, China",0.0,1.0,0.0,1.0,athens,2004
555,555,67,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ve,VEN,Venezuela,0.0,0.0,2.0,2.0,athens,2004
556,556,68,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/co,COL,Colombia,0.0,0.0,2.0,2.0,athens,2004
557,557,69,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ng,NGR,Nigeria,0.0,0.0,2.0,2.0,athens,2004
558,558,70,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/sy,SYR,Syrian Arab Republic,0.0,0.0,1.0,1.0,athens,2004
559,559,71,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/mn,MGL,Mongolia,0.0,0.0,1.0,1.0,athens,2004
560,560,72,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/tt,TTO,Trinidad and Tobago,0.0,0.0,1.0,1.0,athens,2004
561,561,73,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/er,ERI,Eritrea,0.0,0.0,1.0,1.0,athens,2004
562,562,0,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/no,NOR,Norway,13.0,5.0,7.0,25.0,salt lake city,2002
563,563,1,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/de,GER,Germany,12.0,16.0,8.0,36.0,salt lake city,2002
564,564,2,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/us,USA,United States of America,10.0,13.0,11.0,34.0,salt lake city,2002
565,565,3,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ca,CAN,Canada,7.0,3.0,7.0,17.0,salt lake city,2002
566,566,4,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ru,RUS,Russian Federation,5.0,4.0,4.0,13.0,salt lake city,2002
567,567,5,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fr,FRA,France,4.0,5.0,2.0,11.0,salt lake city,2002
568,568,6,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/it,ITA,Italy,4.0,4.0,5.0,13.0,salt lake city,2002
569,569,7,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/fi,FIN,Finland,4.0,2.0,1.0,7.0,salt lake city,2002
570,570,8,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/nl,NED,Netherlands,3.0,5.0,0.0,8.0,salt lake city,2002
571,571,9,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/at,AUT,Austria,3.0,4.0,10.0,17.0,salt lake city,2002
572,572,10,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ch,SUI,Switzerland,3.0,2.0,6.0,11.0,salt lake city,2002
573,573,11,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/hr,CRO,Croatia,3.0,1.0,0.0,4.0,salt lake city,2002
574,574,12,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cn,CHN,People's Republic of China,2.0,2.0,4.0,8.0,salt lake city,2002
575,575,13,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/kr,KOR,Republic of Korea,2.0,2.0,0.0,4.0,salt lake city,2002
576,576,14,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/au,AUS,Australia,2.0,0.0,0.0,2.0,salt lake city,2002
577,577,15,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/cz,CZE,Czech Republic,1.0,2.0,0.0,3.0,salt lake city,2002
578,578,16,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/ee,EST,Estonia,1.0,1.0,1.0,3.0,salt lake city,2002
579,579,17,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/gb,GBR,Great Britain,1.0,0.0,1.0,2.0,salt lake city,2002
580,580,18,https://gstatic.olympics.com/s1/f_auto/t_s_pog_flag_x2/static/flag/4x3/se,SWE,Sweden,0.0,2.0,5.0,7.0,salt lake city,2002
